player_id,player_display_name,position,season,team,games,boom_games,solid_games,bust_games,ppr_std_dev,passing_yards,attempts,completions,passing_air_yards,passing_tds,passing_interceptions,rushing_yards,carries,rushing_tds,targets,receptions,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_yards,receiving_tds,sack_fumbles_lost,rushing_fumbles_lost,receiving_fumbles_lost,fantasy_points,fantasy_points_ppr,total_touches,opportunities,ppr_per_game,opportunities_per_game,touches_per_game,carries_per_game,targets_per_game,attempts_per_game,receptions_per_game,total_yards,total_tds,ppr_per_opportunity,completion_pct,yards_per_attempt,td_rate,int_rate,yards_per_carry,catch_rate,yards_per_target,yards_per_reception,yac_per_reception,air_yards_per_target,tds_per_game,first_downs_per_game,consistency_score,roster_name,birth_date,height,weight,college,years_exp_x,rookie_year,draft_club,draft_number,season_start,age,team_pass_attempts,team_carries,team_targets,team_ppr,team_total_opportunities,team_pass_rate,returning_targets,returning_carries,returning_attempts,vacated_targets,vacated_carries,vacated_attempts,vacated_target_pct,vacated_carry_pct,vacated_pass_pct,target_share,rush_share,opportunity_share,opportunity_score,touch_score,fantasy_score,reliability_score,boom_score,bust_score,overall_player_score,current_team,current_position,status,depth_chart_position,years_exp_y,projected_games,projected_pass_attempts,projected_carries,projected_targets,projected_pass_attempts_per_game,projected_carries_per_game,projected_targets_per_game,temporary_role_score,projection_roster_rank,projection_active,projected_team_player_targets,projected_team_targets,target_scale_factor,projected_completion_pct,projected_yards_per_attempt,projected_yards_per_carry,projected_catch_rate,projected_yards_per_target,projected_passing_td_rate,projected_rushing_td_per_carry,projected_receiving_td_per_target,projected_passing_tds,projected_rushing_tds,projected_receiving_tds,projected_completions,projected_passing_yards,projected_rushing_yards,projected_receptions,projected_receiving_yards,projected_fantasy_points_ppr,projected_ppr_per_game,role_score,team_position_rank,role_label,qb_pass_attempt_share,replacement_ppg,fantasy_war,war_rank,position_rank,value_tier,draft_value_score
00-0035662,Marquise Brown,WR,2025,PHI,16,0,3,5,5.6867646044712155,0,0,0,0,0,0,0,0,0,74,49,836,190,29,587,5,0,0,0,88.7,137.7,49,74,8.60625,4.625,3.0625,0.0,4.625,0.0,3.0625,587,5,1.8608108108108106,0.0,0.0,0.0,0.0,0.0,0.6621621621621622,7.9324324324324325,11.979591836734693,3.877551020408163,11.297297297297296,0.3125,1.8125,0.3392285136416888,Marquise Brown,1997-06-04,69.0,170.0,Oklahoma; College of the Canyons,6.0,2019.0,BAL,25.0,2025-09-01,28.243668720054757,497,478,464,1358.52,942,0.5097435897435898,375,131,557,174,299,27,0.31693989071038253,0.6953488372093023,0.046232876712328765,0.13479052823315119,0.0,0.0755873340143003,72.44094488188976,73.22834645669292,77.16535433070865,75.19685039370079,44.09448818897638,59.44881889763779,70.2755905511811,PHI,WR,ACT,WR,7.0,16,0.0,0.49230769230769234,76.22983755594115,0.0,0.03076923076923077,6.116346153846154,98.35384615384615,2.0,True,595.6690359313889,464,0.7789560511140032,0.0,0.0,2.3,0.612071180090982,6.922849879582553,0.0,0.0,0.05348460291734197,0.0,0.0,4.077122592132994,0.0,0.0,1.1323076923076922,46.65808663100876,527.7277217447447,124.00682512751197,7.750426570469498,76.72214524824884,2,WR2,,10.169259972266895,0.0,81,30,Bench,3.875213285234749
00-0033908,Cooper Kupp,WR,2025,SEA,16,0,2,10,4.053594084266455,0,1,0,9,0,1,0,0,0,70,47,525,293,26,593,2,0,0,1,69.3,116.3,47,70,7.26875,4.375,2.9375,0.0,4.375,0.0625,2.9375,593,2,1.6614285714285715,0.0,0.0,0.0,1.0,0.0,0.6714285714285714,8.471428571428572,12.617021276595745,6.23404255319149,7.5,0.125,1.625,0.44232583535457204,Cooper Kupp,1993-06-15,74.0,208.0,Eastern Washington,8.0,2017.0,LAR,69.0,2025-09-01,32.2135523613963,481,507,455,1449.42,962,0.4868421052631579,491,309,572,50,289,0,0.09242144177449169,0.48327759197324416,0.0,0.15384615384615385,0.0,0.07276507276507277,70.47244094488188,71.65354330708661,71.25984251968504,85.8267716535433,44.09448818897638,22.440944881889763,66.33858267716536,SEA,WR,ACT,WR,9.0,16,0.0,1.0666666666666667,71.5953889421417,0.03125,0.06666666666666667,6.270833333333334,101.9,4.0,True,637.6341736694678,455,0.7135753050711796,0.0,0.0,0.9,0.6609248120300751,7.917293233082707,0.0,0.0,0.04523809523809524,0.0,0.0,3.238839023573077,0.0,0.0,0.96,47.31916897880512,566.8416883915429,123.53237195939789,7.720773247462368,72.66205560880836,4,WR4,,10.169259972266895,0.0,81,30,Bench,3.860386623731184
00-0033885,David Njoku,TE,2025,LAC,11,0,2,6,5.045069600384843,0,0,0,0,0,0,0,0,0,48,33,253,160,11,293,4,0,0,0,53.3,86.3,33,48,7.845454545454545,4.363636363636363,3.0,0.0,4.363636363636363,0.0,3.0,293,4,1.7979166666666666,0.0,0.0,0.0,0.0,0.0,0.6875,6.104166666666667,8.878787878787879,4.848484848484849,5.270833333333333,0.36363636363636365,1.0,0.3569436198814221,David Njoku,1996-07-10,76.0,246.0,Miami,8.0,2017.0,CLE,29.0,2025-09-01,29.144421629021217,569,466,544,1411.1200000000001,1010,0.5497584541062802,429,384,398,93,37,160,0.1781609195402299,0.08788598574821853,0.2867383512544803,0.09195402298850575,0.0,0.05090137857900318,78.57142857142857,77.5,81.42857142857143,79.28571428571428,46.07142857142857,56.07142857142857,74.07142857142857,LAC,TE,ACT,TE,9.0,16,0.0,0.0,75.04686252657503,0.0,0.0,6.364772727272727,101.83636363636363,1.0,True,738.1918437771378,544,0.7369358041352664,0.0,0.0,0.0,0.6733954614030677,6.048085344899841,0.0,0.0,0.06048906048906049,0.0,0.0,4.539514206884204,0.0,0.0,0.0,50.53621661793558,453.88982942769144,123.16228480200995,7.697642800125622,75.04686252657503,1,TE1,,8.872173133646344,0.0,81,12,Bench,3.848821400062811
00-0036893,Najee Harris,RB,2025,LAC,3,0,0,3,2.571640202931455,0,0,0,0,0,0,61,15,0,3,3,10,15,1,25,0,0,0,0,8.600000000000001,11.600000000000001,18,18,3.866666666666667,6.0,6.0,5.0,1.0,0.0,1.0,86,0,0.6444444444444445,0.0,0.0,0.0,0.0,4.066666666666666,1.0,8.333333333333334,8.333333333333334,5.0,3.3333333333333335,0.0,0.3333333333333333,0.33492063717289966,Najee Harris,1998-03-09,73.0,230.0,Alabama,4.0,2021.0,PIT,24.0,2025-09-01,27.482546201232033,569,466,544,1411.1200000000001,1010,0.5497584541062802,403,450,600,171,38,0,0.2979094076655052,0.0778688524590164,0.0,0.0055147058823529415,0.032188841201716736,0.01782178217821782,55.9748427672956,56.60377358490566,49.685534591194966,67.9245283018868,38.67924528301887,65.72327044025158,55.72327044025157,,,,,0.0,16,0.0,162.25882352941176,21.15439249517706,0.0,10.141176470588235,1.7941176470588236,190.96470588235294,2.0,True,738.1918437771378,544,0.7369358041352664,0.0,0.0,4.034831879519869,0.8776315789473685,6.8301535087719305,0.0,0.024745269286754003,0.0,0.0,4.01513828238719,0.0,0.0,0.0,654.6870739098592,18.565762887214607,144.4877481268722,122.5740747852109,7.660879674075681,183.41321602458882,2,RB2,,11.124347726249262,0.0,81,30,Bench,3.8304398370378405
00-0031610,Darren Waller,TE,2025,MIA,9,1,2,5,8.907315969346646,0,0,0,0,0,0,4,1,0,34,24,359,73,19,283,6,0,0,0,64.7,88.7,25,35,9.855555555555556,3.888888888888889,2.7777777777777777,0.1111111111111111,3.7777777777777777,0.0,2.6666666666666665,287,6,2.5342857142857143,0.0,0.0,0.0,0.0,4.0,0.7058823529411765,8.323529411764707,11.791666666666666,3.0416666666666665,10.558823529411764,0.6666666666666666,2.111111111111111,0.09621371224216668,Darren Waller,1992-09-13,78.0,255.0,Georgia Tech,10.0,2015.0,BAL,204.0,2025-09-01,32.96646132785763,479,432,462,1269.48,894,0.5257958287596048,217,404,83,245,28,396,0.5303030303030303,0.06481481481481481,0.826722338204593,0.0735930735930736,0.0023148148148148147,0.039149888143176735,76.42857142857142,75.71428571428571,88.57142857142857,50.0,95.0,63.57142857142858,75.35714285714286,,,,,0.0,16,0.0,0.888888888888889,60.638801790652366,0.0,0.05555555555555556,4.813888888888888,77.9111111111111,1.0,True,586.823380671616,462,0.7872896943391104,0.0,0.0,2.0,0.693984545420934,8.204253706510888,0.0,0.0,0.08158995815899582,0.0,0.0,4.947517300910968,0.0,0.0,1.777777777777778,42.082391295556,497.49611434933877,121.69488431373347,7.605930269608342,61.52769067954125,1,TE1,,8.872173133646344,0.0,81,12,Bench,3.802965134804171
00-0033090,Hunter Henry,TE,2025,NE,17,1,3,7,7.275492706177848,0,0,0,0,0,0,0,0,0,87,60,710,335,42,768,7,0,0,0,118.80000000000001,178.8,60,87,10.51764705882353,5.117647058823529,3.5294117647058822,0.0,5.117647058823529,0.0,3.5294117647058822,768,7,2.0551724137931036,0.0,0.0,0.0,0.0,0.0,0.6896551724137931,8.827586206896552,12.8,5.583333333333333,8.160919540229886,0.4117647058823529,2.4705882352941178,0.3082585234618378,Hunter Henry,1994-12-07,77.0,250.0,Arkansas,9.0,2016.0,SD,35.0,2025-09-01,30.73511293634497,502,494,482,1640.3600000000001,976,0.5040160642570282,438,563,613,158,48,10,0.2651006711409396,0.07855973813420622,0.016051364365971106,0.18049792531120332,0.0,0.08913934426229508,87.14285714285714,85.71428571428571,91.42857142857143,72.14285714285714,95.0,48.57142857142858,82.35714285714286,NE,TE,ACT,TE,10.0,16,0.0,0.0,65.5936680240844,0.0,0.0,5.316035067873303,85.05656108597285,1.0,True,625.0185982644806,482,0.7711770519123634,0.0,0.0,0.0,0.6866562155798897,7.872099677725783,0.0,0.0,0.0625,0.0,0.0,4.099604251505275,0.0,0.0,0.0,45.04029985142141,516.3598929132468,121.27391465177773,7.579619665736108,65.5936680240844,1,TE1,,8.872173133646344,0.0,81,12,Bench,3.789809832868054
00-0039032,Tyjae Spears,RB,2025,TEN,13,0,2,6,5.551645632672283,0,0,0,0,0,0,283,72,2,50,45,-115,361,10,264,0,0,0,0,66.7,111.7,117,122,8.592307692307692,9.384615384615385,9.0,5.538461538461538,3.8461538461538463,0.0,3.4615384615384617,547,2,0.9155737704918033,0.0,0.0,0.0,0.0,3.9305555555555554,0.9,5.28,5.866666666666666,8.022222222222222,-2.3,0.15384615384615385,0.7692307692307693,0.35388188697636813,Tyjae Spears,2001-06-15,71.0,195.0,Tulane,2.0,2023.0,TEN,81.0,2025-09-01,24.213552361396303,570,378,530,1132.64,908,0.6012658227848101,366,378,540,164,0,30,0.30943396226415093,0.0,0.05263157894736842,0.09433962264150944,0.19047619047619047,0.1343612334801762,67.29559748427673,67.29559748427673,74.21383647798741,69.18238993710692,38.67924528301887,44.339622641509436,64.59119496855345,TEN,RB,ACT,RB,3.0,16,0.0,96.73122171945701,43.138651728658274,0.0,6.045701357466063,3.6216063348416285,154.67692307692306,3.0,True,711.9189054083172,530,0.7444668149331157,0.0,0.0,3.985563492063492,0.8557142857142856,5.660000000000001,0.0,0.03201970443349754,0.010101010101010102,0.0,3.0973051289481313,0.4357439568551341,0.0,0.0,385.528425827767,36.914360550666146,244.16476878420588,121.08197452668304,7.56762340791769,139.8698734481153,3,RB3,,11.124347726249262,0.0,81,30,Bench,3.783811703958845
00-0037746,Brian Robinson,RB,2025,ATL,17,0,0,15,3.202446215739756,0,0,0,0,0,0,400,92,2,12,8,0,35,1,25,0,0,0,0,54.5,62.5,100,104,3.676470588235294,6.117647058823529,5.882352941176471,5.411764705882353,0.7058823529411765,0.0,0.47058823529411764,425,2,0.6009615384615384,0.0,0.0,0.0,0.0,4.3478260869565215,0.6666666666666666,2.0833333333333335,3.125,4.375,0.0,0.11764705882352941,0.058823529411764705,0.1289346293187863,Brian Robinson,1999-03-22,73.0,228.0,Alabama,3.0,2022.0,WAS,98.0,2025-09-01,26.4476386036961,545,477,519,1330.22,996,0.5332681017612525,425,435,636,182,98,1,0.29983525535420097,0.18386491557223264,0.0015698587127158557,0.02181818181818182,0.19126819126819128,0.1008729388942774,56.60377358490566,55.9748427672956,46.540880503144656,50.943396226415096,38.67924528301887,4.40251572327044,45.44025157232704,ATL,RB,ACT,RB,4.0,16,0.0,145.38173669467787,20.25600691765074,0.0,9.086358543417367,1.4619887955182074,168.7735574229692,2.0,True,599.3459129106188,519,0.8659440046559541,0.0,0.0,4.27932673091442,0.7407751937984497,4.661294573643412,0.0,0.03195352214960059,0.03619909502262443,0.0,4.64545854362079,0.7332491191909769,0.0,0.0,622.1359520242968,15.005147450005465,94.41921512892881,118.93291014219862,7.433306883887414,165.63774361232862,2,RB2,,11.124347726249262,0.0,81,30,Bench,3.716653441943707
00-0035100,Jake Browning,QB,2025,TB,5,0,2,3,8.219082673875473,771,125,81,959,6,8,39,9,1,0,0,0,0,0,0,0,0,0,0,48.74,48.74,9,9,9.748000000000001,1.8,1.8,1.8,0.0,25.0,0.0,810,7,5.415555555555556,0.648,6.168,0.048,0.064,4.333333333333333,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.15684420661925813,Jake Browning,1996-04-11,74.0,209.0,Washington,6.0,2019.0,,0.0,2025-09-01,29.39082819986311,558,472,541,1385.4,1013,0.541747572815534,567,372,515,41,9,125,0.06743421052631579,0.023622047244094488,0.1953125,0.0,0.023622047244094488,0.00910010111223458,39.02439024390244,39.02439024390244,46.34146341463415,35.36585365853659,31.097560975609756,38.41463414634146,39.63414634146342,TB,QB,ACT,QB,7.0,17,11.16,30.6,0.0,17.9,1.8,0.02222222222222222,335.27777777777777,2.0,True,641.4727515621634,541,0.8433717545796225,0.4647407407407408,4.677415637860082,2.807407407407407,0.2,-1.4,0.03387654320987654,0.10476190476190476,0.0,10.30863209876543,3.205714285714286,0.0,141.4206074074074,1423.3375786008228,85.90666666666665,0.0,0.0,126.01210034648416,7.412476490969657,334.9,2,QB2,0.02,19.064800919995758,0.0,81,12,Bench,3.7062382454848284
00-0040704,Dillon Gabriel,QB,2025,CLE,10,0,2,6,7.054569519900638,937,185,110,1078,7,2,86,14,0,0,0,0,0,0,0,0,0,0,0,70.08,70.08,14,14,7.008,1.4,1.4,1.4,0.0,18.5,0.0,1023,7,5.005714285714285,0.5945945945945946,5.064864864864865,0.03783783783783784,0.010810810810810811,6.142857142857143,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,Dillon Gabriel,2000-12-28,71.0,205.0,Oregon; Oklahoma; UCF,0.0,2025.0,CLE,94.0,2025-09-01,24.67624914442163,558,421,522,1103.18,943,0.5699693564862104,429,384,398,93,37,160,0.1781609195402299,0.08788598574821853,0.2867383512544803,0.0,0.0332541567695962,0.014846235418875928,26.82926829268293,26.82926829268293,39.02439024390244,14.02439024390244,31.097560975609756,1.2195121951219505,25.79268292682927,CLE,QB,ACT,QB,1.0,17,11.16,23.799999999999997,0.0,18.5,1.4,0.0,338.3,2.0,True,548.7163865546219,522,0.9513111195341304,0.5945945945945946,5.064864864864865,6.142857142857143,0.0,0.0,0.03783783783783784,0.0,0.0,11.9,0.0,0.0,187.0,1592.9,146.2,0.0,0.0,125.936,7.408,338.3,2,QB2,0.02,19.064800919995758,0.0,81,12,Bench,3.704
00-0036259,Jauan Jennings,WR,2025,MIN,15,0,8,5,5.710124675479846,0,0,0,0,0,0,0,0,0,90,55,905,181,36,643,9,0,0,1,118.30000000000001,173.3,55,90,11.553333333333335,6.0,3.6666666666666665,0.0,6.0,0.0,3.6666666666666665,643,9,1.9255555555555557,0.0,0.0,0.0,0.0,0.0,0.6111111111111112,7.144444444444445,11.690909090909091,3.290909090909091,10.055555555555555,0.6,2.4,0.5057595491506193,Jauan Jennings,1997-07-10,75.0,214.0,Tennessee,5.0,2020.0,SF,217.0,2025-09-01,28.145106091718002,484,410,468,1155.22,878,0.5413870246085011,425,435,636,182,98,1,0.29983525535420097,0.18386491557223264,0.0015698587127158557,0.16363636363636364,0.0,0.08729388942774007,81.10236220472441,80.31496062992126,86.22047244094489,88.58267716535433,44.09448818897638,59.44881889763779,78.26771653543307,MIN,WR,ACT,WR,6.0,16,0.0,0.0,63.73893300109881,0.0,0.0,5.7676923076923075,92.28307692307692,3.0,True,677.5839815086874,468,0.6906892913229232,0.0,0.0,0.0,0.6251318494681326,7.766778403504068,0.0,0.0,0.07602339181286549,0.0,0.0,4.845649877276517,0.0,0.0,0.0,39.84523707010229,495.04616829532694,118.42375316329408,7.40148457270588,63.73893300109881,3,WR3,,10.169259972266895,0.0,81,30,Bench,3.70074228635294
00-0039921,Trey Benson,RB,2025,ARI,4,0,0,0,1.0472185381603334,0,0,0,0,0,0,160,29,0,16,13,-22,73,2,64,0,0,0,0,22.400000000000002,35.400000000000006,42,45,8.850000000000001,11.25,10.5,7.25,4.0,0.0,3.25,224,0,0.7866666666666668,0.0,0.0,0.0,0.0,5.517241379310345,0.8125,4.0,4.923076923076923,5.615384615384615,-1.375,0.0,0.5,0.8816702216767985,Trey Benson,2002-07-23,72.0,220.0,Florida State; Oregon,1.0,2024.0,ARI,66.0,2025-09-01,23.110198494182068,649,366,617,1504.8600000000001,983,0.6394088669950739,488,193,487,129,173,162,0.20907617504051865,0.4726775956284153,0.24961479198767333,0.02593192868719611,0.07923497267759563,0.04577822990844354,74.84276729559748,71.69811320754717,75.47169811320755,93.71069182389937,38.67924528301887,98.42767295597484,77.54716981132076,ARI,RB,ACT,RB,2.0,16,0.0,104.0,39.18933215245064,0.0,6.5,2.6875,147.0,3.0,True,676.9954613360495,617,0.9113798174988521,0.0,0.0,5.180418719211823,0.8828125,6.1875,0.0,0.008982035928143712,0.0,0.0,0.934131736526946,0.0,0.0,0.0,538.7635467980296,34.59683229083533,242.48399269328834,118.32637665912881,7.395398541195551,143.18933215245065,3,RB3,,11.124347726249262,0.0,81,30,Bench,3.6976992705977754
00-0034837,Calvin Ridley,WR,2025,TEN,7,0,1,5,5.483264581997707,0,0,0,0,0,0,0,0,0,36,17,453,84,13,303,0,0,0,0,30.300000000000004,47.3,17,36,6.757142857142857,5.142857142857143,2.4285714285714284,0.0,5.142857142857143,0.0,2.4285714285714284,303,0,1.3138888888888889,0.0,0.0,0.0,0.0,0.0,0.4722222222222222,8.416666666666666,17.823529411764707,4.9411764705882355,12.583333333333334,0.0,1.8571428571428572,0.18852321196651267,Calvin Ridley,1994-12-20,73.0,190.0,Alabama,7.0,2018.0,ATL,26.0,2025-09-01,30.699520876112253,570,378,530,1132.64,908,0.6012658227848101,366,378,540,164,0,30,0.30943396226415093,0.0,0.05263157894736842,0.06792452830188679,0.0,0.039647577092511016,76.37795275590551,66.92913385826772,69.68503937007874,61.811023622047244,44.09448818897638,59.44881889763779,66.53543307086615,TEN,WR,ACT,WR,8.0,16,0.0,3.9529411764705884,74.91212965323615,0.0,0.24705882352941178,6.289075630252102,104.57815126050421,2.0,True,711.9189054083172,530,0.7444668149331157,0.0,0.0,2.573611111111111,0.5078758169934641,8.244950980392156,0.0,0.07142857142857142,0.034482758620689655,0.0,0.2823529411764706,2.58317688459435,0.0,0.0,10.173333333333334,38.04605905035761,617.6468368277137,118.02125502108726,7.3763284388179535,78.86507082970674,2,WR2,,10.169259972266895,0.0,81,30,Bench,3.6881642194089768
00-0033881,Evan Engram,TE,2025,DEN,16,0,2,12,3.9116066605253996,0,0,0,0,0,0,7,1,0,76,50,331,302,19,461,1,0,0,0,52.800000000000004,102.8,51,77,6.425,4.8125,3.1875,0.0625,4.75,0.0,3.125,468,1,1.335064935064935,0.0,0.0,0.0,0.0,7.0,0.6578947368421053,6.065789473684211,9.22,6.04,4.355263157894737,0.0625,1.1875,0.39118962482094943,Evan Engram,1994-09-02,75.0,240.0,Mississippi,8.0,2017.0,NYG,23.0,2025-09-01,30.99794661190965,613,456,584,1490.14,1040,0.5734331150608045,648,502,690,5,0,0,0.007656967840735069,0.0,0.0,0.13013698630136986,0.0021929824561403508,0.07403846153846154,83.57142857142857,80.0,75.0,82.85714285714286,46.07142857142857,10.714285714285708,69.82142857142857,DEN,TE,ACT,TE,9.0,16,0.0,0.5,82.3322750563026,0.0,0.03125,6.190686274509804,99.55098039215686,1.0,True,702.5892641672053,584,0.8312111069505569,0.0,0.0,3.5,0.708700427861612,6.090685383695252,0.0,0.0,0.018648018648018648,0.0,0.0,1.5353338005837316,0.0,0.0,1.75,58.34891855922159,501.45998429179946,117.88191979190391,7.3676199869939945,82.8322750563026,1,TE1,,8.872173133646344,0.0,81,12,Bench,3.6838099934969972
00-0033949,Joshua Dobbs,QB,2025,NE,4,0,0,4,0.5978572850884509,65,10,7,119,0,0,-5,10,0,0,0,0,0,0,0,0,0,0,0,2.1,2.1,10,10,0.525,2.5,2.5,2.5,0.0,2.5,0.0,60,0,0.21000000000000002,0.7,6.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joshua Dobbs,1995-01-26,75.0,216.0,Tennessee,8.0,2017.0,PIT,135.0,2025-09-01,30.598220396988363,502,494,482,1640.3600000000001,976,0.5040160642570282,438,563,613,158,48,10,0.2651006711409396,0.07855973813420622,0.016051364365971106,0.0,0.020242914979757085,0.010245901639344262,52.4390243902439,52.4390243902439,15.853658536585366,14.02439024390244,31.097560975609756,16.463414634146346,28.048780487804876,,,,,0.0,17,10.040000000000001,64.175,0.0,14.95,3.775,0.0,318.325,2.0,True,625.0185982644806,482,0.7711770519123634,0.6798192289233722,6.733954567269237,1.647872340425532,0.0,0.0,0.01878099504079347,0.07017543859649122,0.0,4.77318988961766,4.503508771929824,0.0,172.77605703087502,1711.4345532714763,105.75220744680851,0.0,0.0,125.14641506558948,7.361553827387617,318.325,2,QB2,0.02,19.064800919995758,0.0,81,12,Bench,3.6807769136938084
00-0040718,Travis Hunter,WR,2025,JAX,7,0,1,4,6.9869947214875765,0,0,0,0,0,0,0,1,0,45,28,354,140,12,298,1,0,0,0,35.800000000000004,63.800000000000004,29,46,9.114285714285716,6.571428571428571,4.142857142857143,0.14285714285714285,6.428571428571429,0.0,4.0,298,1,1.3869565217391304,0.0,0.0,0.0,0.0,0.0,0.6222222222222222,6.622222222222222,10.642857142857142,5.0,7.866666666666666,0.14285714285714285,1.7142857142857142,0.23340183306562656,Travis Hunter,2003-05-18,73.0,185.0,Colorado; Jackson State University,0.0,2025.0,JAX,2.0,2025-09-01,22.29158110882957,563,489,547,1503.24,1036,0.535171102661597,439,231,593,138,281,0,0.2391681109185442,0.548828125,0.0,0.08226691042047532,0.002044989775051125,0.0444015444015444,86.22047244094489,87.4015748031496,78.74015748031496,62.59842519685039,44.09448818897638,67.51968503937007,73.16929133858268,JAX,WR,ACT,WR,1.0,16,0.0,2.2857142857142856,82.74024351420188,0.0,0.14285714285714285,6.428571428571429,105.14285714285715,4.0,True,679.9938549032667,547,0.8044190341658516,0.0,0.0,0.0,0.6222222222222222,6.622222222222222,0.0,0.0,0.022222222222222223,0.0,0.0,1.8386720780933752,0.0,0.0,0.0,51.4828181866145,547.9242792718258,117.30727858235733,7.331704911397333,85.02595779991617,4,WR4,,10.169259972266895,0.0,81,30,Bench,3.6658524556986665
00-0037525,Jordan Mason,RB,2025,MIN,16,0,2,8,5.49969317325976,0,0,0,0,0,0,758,159,6,16,14,-52,102,1,51,0,0,1,0,114.9,128.9,173,175,8.05625,10.9375,10.8125,9.9375,1.0,0.0,0.875,809,6,0.7365714285714287,0.0,0.0,0.0,0.0,4.767295597484277,0.875,3.1875,3.642857142857143,7.285714285714286,-3.25,0.375,0.0625,0.3173383182920392,Jordan Mason,1999-05-24,71.0,218.0,Georgia Tech,3.0,2022.0,,0.0,2025-09-01,26.275154004106778,484,410,468,1155.22,878,0.5413870246085011,404,386,483,64,24,1,0.13675213675213677,0.05853658536585366,0.002066115702479339,0.03418803418803419,0.3878048780487805,0.19931662870159453,71.69811320754717,74.21383647798741,71.0691823899371,65.40880503144653,38.67924528301887,31.761006289308185,62.95597484276729,MIN,RB,ACT,RB,4.0,16,0.0,148.7,9.945925795050094,0.0,9.29375,0.9,163.1,2.0,True,677.5839815086874,468,0.6906892913229232,0.0,0.0,4.96070662227155,0.8232142857142858,5.09375,0.0,0.03373313343328336,0.0,0.0,5.016116941529235,0.0,0.0,0.0,737.6570747317794,8.187628199139453,50.66205951853642,117.11624327334646,7.3197652045841535,158.6459257950501,2,RB2,,11.124347726249262,0.0,81,30,Bench,3.6598826022920767
00-0039405,Jawhar Jordan,RB,2025,HOU,4,0,2,2,6.505574532660433,0,0,0,0,0,0,193,43,0,7,7,-6,40,2,34,0,0,0,0,22.7,29.7,50,50,7.425,12.5,12.5,10.75,1.75,0.0,1.75,227,0,0.594,0.0,0.0,0.0,0.0,4.488372093023256,1.0,4.857142857142857,4.857142857142857,5.714285714285714,-0.8571428571428571,0.0,0.5,0.12382834576963864,Jawhar Jordan,1999-08-18,70.0,185.0,Louisville; Syracuse,1.0,2024.0,HOU,205.0,2025-09-01,26.039698836413415,582,475,553,1379.04,1028,0.5506149479659413,506,371,661,124,157,0,0.19682539682539682,0.29734848484848486,0.0,0.012658227848101266,0.09052631578947369,0.048638132295719845,79.24528301886792,79.24528301886792,68.55345911949685,50.314465408805034,38.67924528301887,76.41509433962264,65.9119496855346,HOU,RB,ACT,RB,2.0,16,0.0,172.0,26.80979311584782,0.0,10.75,1.75,200.0,3.0,True,577.5501486748545,553,0.9574926112802793,0.0,0.0,4.488372093023256,1.0,4.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772.0,26.80979311584782,130.218995134118,117.03169262925962,7.3144807893287265,198.8097931158478,3,RB3,,11.124347726249262,0.0,81,30,Bench,3.6572403946643632
00-0040130,Jayden Higgins,WR,2025,HOU,17,0,4,9,5.370548772485644,0,0,0,0,0,0,0,0,0,68,41,839,123,28,525,6,0,0,0,88.5,129.5,41,68,7.617647058823529,4.0,2.411764705882353,0.0,4.0,0.0,2.411764705882353,525,6,1.9044117647058822,0.0,0.0,0.0,0.0,0.0,0.6029411764705882,7.720588235294118,12.804878048780488,3.0,12.338235294117647,0.35294117647058826,1.6470588235294117,0.29498587542659493,Jayden Higgins,2002-12-15,76.0,215.0,Iowa State; Eastern Kentucky,0.0,2025.0,HOU,34.0,2025-09-01,22.713210130047912,582,475,553,1379.04,1028,0.5506149479659413,506,371,661,124,157,0,0.19682539682539682,0.29734848484848486,0.0,0.12296564195298372,0.0,0.06614785992217899,66.92913385826772,66.53543307086615,74.01574803149606,69.68503937007874,44.09448818897638,28.149606299212607,63.44488188976378,HOU,WR,ACT,WR,1.0,16,0.0,0.0,61.279527121937875,0.0,0.0,4.0,64.0,2.0,True,577.5501486748545,553,0.9574926112802793,0.0,0.0,0.0,0.6029411764705882,7.720588235294118,0.0,0.0,0.08823529411764706,0.0,0.0,5.407017098994519,0.0,0.0,0.0,36.94795017646254,473.1139961620204,116.7014523866317,7.293840774164481,61.279527121937875,2,WR2,,10.169259972266895,0.0,81,30,Bench,3.6469203870822406
